timestamp,real_ambient_temp_median,real_ambient_temp_mean,background_count
2025-04-23 14:29:04,22.26661872863769,22.26661872863769,1
2025-04-23 14:29:34,22.703667640686035,22.703667640686035,2
2025-04-23 14:30:04,21.21241569519043,21.21241569519043,1
2025-04-23 14:30:34,21.41639709472656,21.41639709472656,1
2025-04-23 14:31:04,21.178009033203125,21.178009033203125,1
2025-04-23 14:31:34,21.27680969238281,21.27680969238281,1
2025-04-23 14:32:04,21.25925636291504,21.25925636291504,1
2025-04-23 14:32:34,21.22359085083008,21.22359085083008,1
2025-04-23 14:33:04,21.20672607421875,21.20672607421875,1
2025-04-23 14:33:34,21.223848342895508,21.223848342895508,1
2025-04-23 14:34:04,21.234888076782227,21.234888076782227,1
2025-04-23 14:34:34,21.085529327392575,21.085529327392575,1
2025-04-23 14:35:04,21.213069915771484,21.213069915771484,1
2025-04-23 14:35:34,21.028223037719727,21.028223037719727,1
2025-04-23 14:36:04,20.96369361877441,20.96369361877441,1
2025-04-23 14:36:34,21.048402786254883,21.048402786254883,1
2025-04-23 14:37:04,21.062931060791016,21.062931060791016,1
2025-04-23 14:37:34,21.170543670654297,21.170543670654297,1
2025-04-23 14:38:04,21.106788635253903,21.106788635253903,1
2025-04-23 14:38:34,21.0820426940918,21.0820426940918,1
2025-04-23 14:39:04,21.10389709472656,21.10389709472656,1
2025-04-23 14:39:34,21.15488815307617,21.15488815307617,1
2025-04-23 14:40:04,21.205684661865234,21.205684661865234,1
2025-04-23 14:40:34,21.102184295654297,21.102184295654297,1
2025-04-23 14:41:04,21.1369743347168,21.1369743347168,1
2025-04-23 14:41:34,21.123125076293945,21.123125076293945,1
2025-04-23 14:42:04,21.0914363861084,21.0914363861084,1
2025-04-23 14:42:34,21.08819580078125,21.08819580078125,1
2025-04-23 14:43:04,20.92920684814453,20.92920684814453,1
2025-04-23 14:43:34,20.8562126159668,20.8562126159668,1
2025-04-23 14:44:04,20.841819763183597,20.841819763183597,1
2025-04-23 14:44:34,20.82012176513672,20.82012176513672,1
2025-04-23 14:45:04,20.86265754699707,20.86265754699707,1
2025-04-23 14:45:34,20.82408142089844,20.82408142089844,1
2025-04-23 14:46:04,20.845626831054688,20.845626831054688,1
2025-04-23 14:46:34,20.85018920898437,20.85018920898437,1
2025-04-23 14:47:04,20.85972595214844,20.85972595214844,1
2025-04-23 14:47:34,20.87656021118164,20.87656021118164,1
2025-04-23 14:48:04,20.84173393249512,20.84173393249512,1
2025-04-23 14:48:34,20.873262405395508,20.873262405395508,1
2025-04-23 14:49:04,20.996997833251957,20.996997833251957,1
2025-04-23 14:49:34,21.06915664672852,21.06915664672852,1
2025-04-23 14:50:04,21.01450538635254,21.01450538635254,1
2025-04-23 14:50:34,21.10391998291016,21.10391998291016,1
2025-04-23 14:51:04,21.094127655029297,21.094127655029297,1
2025-04-23 14:51:34,20.99920654296875,20.99920654296875,1
2025-04-23 14:52:04,20.9316349029541,20.9316349029541,1
2025-04-23 14:52:34,20.923614501953125,20.923614501953125,1
2025-04-23 14:53:04,20.90069007873535,20.90069007873535,1
2025-04-23 14:53:34,20.85575294494629,20.85575294494629,1
2025-04-23 14:54:04,20.81941795349121,20.81941795349121,1
2025-04-23 14:54:34,20.74595832824707,20.74595832824707,1
2025-04-23 14:55:04,20.713041305541992,20.713041305541992,1
2025-04-23 14:55:34,20.73924827575684,20.73924827575684,1
2025-04-23 14:56:04,20.702680587768555,20.702680587768555,1
2025-04-23 14:56:34,20.813556671142575,20.813556671142575,1
2025-04-23 14:57:04,20.67672348022461,20.67672348022461,1
2025-04-23 14:57:34,20.699560165405277,20.699560165405277,1
2025-04-23 14:58:04,20.816673278808597,20.816673278808597,1
2025-04-23 14:58:34,20.77927017211914,20.77927017211914,1
2025-04-23 14:59:04,20.80600929260254,20.80600929260254,1
2025-04-23 14:59:34,20.75033187866211,20.75033187866211,1
2025-04-23 15:00:04,20.86867904663086,20.86867904663086,1
2025-04-23 15:00:34,20.867624282836918,20.867624282836918,1
2025-04-23 15:01:04,20.847631454467773,20.847631454467773,1
2025-04-23 15:01:34,20.844411849975582,20.844411849975582,1
2025-04-23 15:02:04,20.88744735717773,20.88744735717773,1
2025-04-23 15:02:34,20.83181571960449,20.83181571960449,1
2025-04-23 15:03:04,20.7088680267334,20.7088680267334,1
2025-04-23 15:03:34,20.762807846069336,20.762807846069336,1
2025-04-23 15:04:04,20.6640625,20.6640625,1
2025-04-23 15:04:34,20.72989845275879,20.72989845275879,1
2025-04-23 15:05:04,20.66995429992676,20.66995429992676,1
2025-04-23 15:05:34,20.633941650390625,20.633941650390625,1
2025-04-23 15:06:04,20.61006164550781,20.61006164550781,1
2025-04-23 15:06:34,20.68328857421875,20.68328857421875,1
2025-04-23 15:07:04,20.651979446411133,20.651979446411133,1
2025-04-23 15:07:34,20.550657272338867,20.550657272338867,1
2025-04-23 15:08:04,20.53277969360352,20.53277969360352,1
2025-04-23 15:08:34,20.587385177612305,20.587385177612305,1
2025-04-23 15:09:04,20.59202766418457,20.59202766418457,1
2025-04-23 15:09:34,20.60411262512207,20.60411262512207,1
2025-04-23 15:10:04,20.620851516723636,20.620851516723636,1
2025-04-23 15:10:34,20.65033721923828,20.65033721923828,1
2025-04-23 15:11:04,20.722211837768555,20.722211837768555,1
2025-04-23 15:11:34,20.73487091064453,20.73487091064453,1
2025-04-23 15:12:04,21.10481071472168,21.10481071472168,1
2025-04-23 15:12:34,20.78317070007324,20.78317070007324,1
2025-04-23 15:13:06,20.842012405395508,20.842012405395508,1
2025-04-23 15:13:34,20.834125518798828,20.834125518798828,1
2025-04-23 15:14:04,20.84729385375977,20.84729385375977,1
2025-04-23 15:14:34,20.96952247619629,20.96952247619629,1
2025-04-23 15:15:04,20.953357696533203,20.953357696533203,1
2025-04-23 15:15:34,20.905506134033203,20.905506134033203,1
2025-04-23 15:16:04,20.89557456970215,20.89557456970215,1
2025-04-23 15:16:34,20.960607528686523,20.960607528686523,1
2025-04-23 15:17:04,20.89136505126953,20.89136505126953,1
2025-04-23 15:17:34,20.78543281555176,20.78543281555176,1
2025-04-23 15:18:04,21.07850646972656,21.07850646972656,1
2025-04-23 15:18:34,20.98180389404297,20.98180389404297,1
2025-04-23 15:19:04,21.066455841064453,21.066455841064453,1
2025-04-23 15:19:34,21.08768653869629,21.08768653869629,1
2025-04-23 15:20:04,21.17283821105957,21.17283821105957,1
2025-04-23 15:20:34,21.256006240844727,21.256006240844727,1
2025-04-23 15:21:04,21.143239974975582,21.143239974975582,1
2025-04-23 15:21:34,21.254838943481445,21.254838943481445,1
2025-04-23 15:22:04,21.325084686279297,21.325084686279297,1
2025-04-23 15:22:34,21.326967239379883,21.326967239379883,1
2025-04-23 15:23:04,21.110708236694336,21.110708236694336,1
2025-04-23 15:23:34,21.191688537597656,21.191688537597656,1
2025-04-23 15:24:04,21.192325592041016,21.192325592041016,1
2025-04-23 15:24:34,21.15035820007324,21.15035820007324,1
2025-04-23 15:25:04,21.188364028930664,21.188364028930664,1
2025-04-23 15:26:04,21.14610481262207,21.14610481262207,1
2025-04-23 15:26:34,21.207195281982425,21.207195281982425,1
2025-04-23 15:27:04,21.0531005859375,21.0531005859375,1
2025-04-23 15:27:34,21.142562866210938,21.142562866210938,1
2025-04-23 15:28:04,21.11871910095215,21.11871910095215,1
2025-04-23 15:28:34,21.034868240356445,21.034868240356445,1
2025-04-23 15:29:04,20.949996948242188,20.949996948242188,1
2025-04-23 15:29:34,20.99061393737793,20.99061393737793,1
2025-04-23 15:30:04,21.255971908569336,21.255971908569336,1
2025-04-23 15:30:34,21.03013801574707,21.03013801574707,1
2025-04-23 15:31:04,21.03070068359375,21.03070068359375,1
2025-04-23 15:31:34,21.008533477783203,21.008533477783203,1
2025-04-23 15:32:04,21.033126831054688,21.033126831054688,1
2025-04-23 15:32:34,21.053863525390625,21.053863525390625,1
2025-04-23 15:33:04,21.06440544128418,21.06440544128418,1
